store,dept,week_date,store_type,store_size,is_holiday,actual_weekly_sales,forecast_weekly_sales,forecast_error,abs_forecast_error,forecast_variance_pct,temperature,fuel_price,cpi,unemployment,markdown1,markdown2,markdown3,markdown4,markdown5,volume_tier,target_sales_per_labor_hour,required_labor_hours,required_associates,scheduled_labor_hours,scheduled_associates,callout_rate,available_labor_hours,flex_pool_hours,labor_gap_hours,labor_gap_associates,coverage_pct,overtime_risk_hours,overtime_risk_flag,avg_hourly_rate,estimated_overtime_cost,productivity_sales_per_labor_hour,productivity_to_target_pct,site_readiness_score,site_readiness_status,recommendation
1,1,2012-10-12,A,151315,0,22764.01,23898.934,-1134.9235937500016,1134.9235937500016,-0.0474884617465443,62.99,3.601,223.3812965,6.573,2086.18,0,8.11,602.36,5926.45,"High Volume",1250,19.1191472,1,15.62512,1,0.045,14.9219896,0.7812560000000001,4.197157600000001,1,0.7804735976926837,3.4159016000000006,"At Risk",18.5,94.79126940000002,1525.5345037902987,1.220427603032239,87.1,Ready,"Staffing balanced"
1,1,2012-10-19,A,151315,0,24185.27,24293.68,-108.40968749999956,108.40968749999956,-0.0044624646778306,67.97,3.594,223.4257233,6.573,950.33,0,4.93,80.25,2312.85,"High Volume",1250,19.434944,1,16.24208684,1,0.045,15.511192932199998,0.812104342,3.923751067800003,1,0.7981084448815493,3.111646725800003,"At Risk",18.5,86.34819664095008,1559.2140530850668,1.2473712424680534,88.9,Ready,"Staffing balanced"
1,1,2012-10-26,A,151315,0,27390.81,27600.4,-209.5903906249987,209.5903906249987,-0.0075937445710457,69.16,3.506,223.4442513,6.573,2585.85,31.75,6,1057.16,1305.01,"High Volume",1250,22.08032,1,17.20910576,1,0.045,16.4346960008,0.860455288,5.6456239992000015,1,0.7443142128737265,4.785168711200002,"At Risk",18.5,132.78843173580006,1666.6453701770138,1.333316296141611,86.9,Ready,"Staffing balanced"
1,2,2012-08-03,A,151315,0,49424.06,48901.785,522.2748437499977,522.2748437499977,0.0106800772626446,86.11,3.417,221.9498642,6.908,27584.78,119.98,30.23,12007.04,4661.71,"High Volume",1250,39.121428,2,36.12286076,2,0.045,34.4973320258,1.806143038,4.624095974200003,1,0.8818014522833879,2.817952936200003,"At Risk",18.5,78.19819397955008,1432.6922430707552,1.1461537944566043,91.8,Ready,"Staffing balanced"
1,2,2012-08-10,A,151315,0,46729.91,46588.11,141.8006250000035,141.8006250000035,0.0030437085106547,85.05,3.494,221.9584329,6.908,11436.22,245,6.85,6964.26,4836.22,"High Volume",1250,37.270488,2,36.05468020000001,2,0.045,34.432219591000006,1.8027340100000004,2.838268408999994,1,0.9238467602302392,1.0355343989999937,"At Risk",18.5,28.736079572249825,1357.1564817800593,1.0857251854240475,93.2,Ready,"Staffing balanced"
1,2,2012-08-17,A,151315,0,46350.97,46301.78,49.18875000000117,49.18875000000117,0.0010623511379489,84.85,3.571,222.0384109,6.908,3662.06,137.86,4.84,2752.2,3446.15,"High Volume",1250,37.041424,2,36.50900036,2,0.045,34.8660953438,1.825450018,2.1753286562000014,1,0.9412730823685396,0.3498786382000014,"At Risk",18.5,9.70913221005004,1329.3995081167666,1.0635196064934134,93.4,Ready,"Staffing balanced"
1,2,2012-08-24,A,151315,0,44972.52,48007.883,-3035.362812500003,3035.362812500003,-0.0632263418979533,77.66,3.62,222.1719457,6.908,6237.83,260.06,2.97,3463.03,7988.25,"High Volume",1250,38.4063064,2,36.75257936,2,0.045,35.0987132888,1.837628968,3.307593111199999,1,0.9138789063246134,1.4699641431999992,"At Risk",18.5,40.79150497379998,1281.3153470885422,1.0250522776708337,89.8,Ready,"Staffing balanced"
1,2,2012-08-31,A,151315,0,50995.5,48438.332,2557.16796875,2557.16796875,0.0527922383268739,80.49,3.638,222.3054805,6.908,21442.73,102.32,21.7,13209.64,3032.96,"High Volume",1250,38.750665600000005,2,36.745582160000005,2,0.045,35.0920309628,1.8372791080000004,3.6586346372000023,1,0.9055852440067507,1.8213555292000019,"At Risk",18.5,50.54261593530005,1453.193178076777,1.1625545424614216,91.7,Ready,"Staffing balanced"
1,2,2012-09-07,A,151315,1,47344.5,47233.5,111,111,0.0023500269935533,83.96,3.73,222.4390153,6.908,5204.68,35.74,50.94,4120.32,2737.17,"High Volume",1250,37.7868,2,39.27679946400001,2,0.075,36.33103950420001,1.9638399732000005,1.4557604957999928,1,0.9614743641747914,0,Covered,18.5,0,1303.1419041705865,1.0425135233364693,88.6,Ready,"Staffing balanced"
1,2,2012-09-14,A,151315,0,44493.61,45615.598,-1121.9876562499994,1121.9876562499994,-0.0245965791066703,74.97,3.717,222.5820193,6.908,17212.52,7,18.79,1523.11,7992.72,"High Volume",1250,36.492478399999996,2,37.17404403999999,2,0.045,35.50121205819999,1.8587022019999997,0.9912663418000065,1,0.9728364204005391,0,Covered,18.5,0,1253.2983360415428,1.0026386688332343,92.5,Ready,"Staffing balanced"
1,2,2012-09-21,A,151315,0,43541.07,44869.81,-1328.7385937500003,1328.7385937500003,-0.0296131995074987,69.87,3.721,222.7818386,6.908,6352.3,7.64,4.69,1010.06,6456.71,"High Volume",1250,35.895848,2,36.81000148,2,0.045,35.153551413399995,1.840500074,0.7422965866000055,1,0.9793208232160999,0,Covered,18.5,0,1238.5966210913987,0.990877296873119,92.4,Ready,"Staffing balanced"
1,2,2012-09-28,A,151315,0,45784.76,46029.65,-244.88843749999796,244.88843749999796,-0.0053202326285961,76.08,3.666,222.9816579,6.908,3666.27,7.64,1.65,1417.96,4744.28,"High Volume",1250,36.82372,2,36.52943728,2,0.045,34.8856126024,1.826471864,1.9381073975999996,1,0.9473679628891378,0.11163553359999967,"At Risk",18.5,3.0978860573999905,1312.42528321977,1.049940226575816,93.2,Ready,"Staffing balanced"
1,2,2012-10-05,A,151315,0,48577.08,50145.863,-1568.7832812499985,1568.7832812499985,-0.031284400718186,68.55,3.617,223.1814772,6.573,8077.89,0,18.22,3617.43,3626.14,"High Volume",1250,40.116690399999996,2,35.50813224,2,0.045,33.9102662892,1.7754066120000005,6.206424110799993,1,0.845290724411304,4.431017498799993,"At Risk",18.5,122.9607355916998,1432.5183879629749,1.14601471037038,89.9,Ready,"Staffing balanced"
1,2,2012-10-12,A,151315,0,42112.67,45635.16,-3522.4901562500017,3522.4901562500017,-0.0771880748131345,62.99,3.601,223.3812965,6.573,2086.18,0,8.11,602.36,5926.45,"High Volume",1250,36.508128,2,35.74971792,2,0.045,34.1409806136,1.7874858960000002,2.367147386399999,1,0.935161085597158,0.579661490399999,"At Risk",18.5,16.08560635859997,1233.4932753286087,0.9867946202628869,89.3,Ready,"Staffing balanced"
1,2,2012-10-19,A,151315,0,42354.72,43693.477,-1338.7565624999988,1338.7565624999988,-0.0306397354439172,67.97,3.594,223.4257233,6.573,950.33,0,4.93,80.25,2312.85,"High Volume",1250,34.9547816,2,35.283053679999995,2,0.045,33.69531626439999,1.764152684,1.2594653356000052,1,0.9639687253660311,0,Covered,18.5,0,1256.991317952071,1.005593054361657,92.1,Ready,"Staffing balanced"
1,2,2012-10-26,A,151315,0,43134.88,42490.547,644.3331249999974,644.3331249999974,0.0151641523206447,69.16,3.506,223.4442513,6.573,2585.85,31.75,6,1057.16,1305.01,"High Volume",1250,33.9924376,2,35.05052908,2,0.045,33.47325527139999,1.7525264539999998,0.5191823286000101,1,0.9847265343336246,0,Covered,18.5,0,1288.6371418095996,1.0309097134476797,93.9,Ready,"Staffing balanced"
1,3,2012-08-03,A,151315,0,30331.69,28458.16,1873.5298437499987,1873.5298437499987,0.065834538616107,86.11,3.417,221.9498642,6.908,27584.78,119.98,30.23,12007.04,4661.71,"Medium Volume",950,29.95595789473684,1,16.61964205263158,1,0.045,15.871758160263157,0.830982102631579,14.084199734473684,1,0.5298364424210842,13.253217631842105,"At Risk",18.5,367.7767892836184,1911.0478936063307,2.0116293616908743,77.7,Watch,"Use flex pool / monitor schedule"
1,3,2012-08-10,A,151315,0,28257.3,31947.215,-3689.9148437500007,3689.9148437500007,-0.1155003608858215,85.05,3.494,221.9584329,6.908,11436.22,245,6.85,6964.26,4836.22,"Medium Volume",950,33.628647368421056,2,22.25670005263158,1,0.045,21.255148550263158,1.112835002631579,12.373498818157898,1,0.6320548167578925,11.26066381552632,"At Risk",18.5,312.48342088085536,1329.4331927710828,1.399403360811666,79.7,Watch,"Use flex pool / monitor schedule"
1,3,2012-08-17,A,151315,0,31905.97,36172.094,-4266.123749999999,4266.123749999999,-0.1179396409697738,84.85,3.571,222.0384109,6.908,3662.06,137.86,4.84,2752.2,3446.15,"Medium Volume",950,38.07588842105263,2,26.158943999999995,1,0.045,24.981791519999994,1.3079472,13.094096901052637,1,0.6561052822653838,11.786149701052636,"At Risk",18.5,327.06565420421066,1277.1690122566522,1.3443884339543708,80.5,Watch,"Use flex pool / monitor schedule"
1,3,2012-08-24,A,151315,0,43712.78,41727.055,1985.7253124999988,1985.7253124999988,0.0475884369834244,77.66,3.62,222.1719457,6.908,6237.83,260.06,2.97,3463.03,7988.25,"Medium Volume",950,43.92321578947369,2,29.196691263157895,1,0.045,27.882840156315787,1.4598345631578948,16.0403756331579,1,0.6348087145977591,14.580541070000006,"At Risk",18.5,404.61001469250016,1567.730538027653,1.6502426716080558,81.9,Watch,"Use flex pool / monitor schedule"
1,3,2012-08-31,A,151315,0,50701.3,26297.363,24403.936718750003,24403.936718750003,0.9279993761256662,80.49,3.638,222.3054805,6.908,21442.73,102.32,21.7,13209.64,3032.96,"Medium Volume",950,27.681434736842107,1,34.61146978947369,2,0.045,33.05395364894737,1.7305734894736844,-5.372518912105264,-0,1.1940838313902424,0,Covered,18.5,0,1533.8951744919211,1.6146264994651802,88,Ready,"Staffing balanced"
1,3,2012-09-07,A,151315,1,18368.51,22788.357,-4419.847421875002,4419.847421875002,-0.1939519966293095,83.96,3.73,222.4390153,6.908,5204.68,35.74,50.94,4120.32,2737.17,"Medium Volume",950,23.987744210526316,1,42.25656609999999,2,0.075,39.087323642499996,2.112828305,-15.09957943197368,-0,1.6294705871237227,0,Covered,18.5,0,469.9352191007458,0.49466865168499563,75.2,Watch,"Staffing balanced"
1,3,2012-09-14,A,151315,0,14288.22,13186.243,1101.9768359374991,1101.9768359374991,0.0835701891908684,74.97,3.717,222.5820193,6.908,17212.52,7,18.79,1523.11,7992.72,"Medium Volume",950,13.880255789473685,1,37.31441810526316,2,0.045,35.63526929052632,1.865720905263158,-21.75501350105263,-0,2.5673352012396555,0,Covered,18.5,0,400.95726184952787,0.42206027563108195,82.7,Watch,"Staffing balanced"
1,3,2012-09-21,A,151315,0,13403.63,12464.441,939.1885937499992,939.1885937499992,0.0753494330904444,69.87,3.721,222.7818386,6.908,6352.3,7.64,4.69,1010.06,6456.71,"Medium Volume",950,13.120464210526317,1,32.770893105263156,2,0.045,31.29620291552631,1.638544655263158,-18.175738704999993,-0,2.3852969234440593,0,Covered,18.5,0,428.2829465343971,0.45082415424673383,83.5,Watch,"Staffing balanced"
1,3,2012-09-28,A,151315,0,13085.95,12265.349,820.6013671875007,820.6013671875007,0.0669040393187203,76.08,3.666,222.9816579,6.908,3666.27,7.64,1.65,1417.96,4744.28,"Medium Volume",950,12.910893684210526,1,24.95432284210526,1,0.045,23.83137831421052,1.2477161421052632,-10.920484629999995,-0,1.8458349125247064,0,Covered,18.5,0,549.1058816433173,0.5780061912034918,86.6,Ready,"Staffing balanced"
1,3,2012-10-05,A,151315,0,11676.98,12585.391,-908.4106250000004,908.4106250000004,-0.0721797719329828,68.55,3.617,223.1814772,6.573,8077.89,0,18.22,3617.43,3626.14,"Medium Volume",950,13.247779999999999,1,15.253522052631578,1,0.045,14.567113560263156,0.7626761026315789,-1.319333560263157,-0,1.0995890300309303,0,Covered,18.5,0,801.5987485573672,0.843788156376176,92.2,Ready,"Staffing balanced"
1,3,2012-10-12,A,151315,0,10487.17,11459.299,-972.128828125,972.128828125,-0.0848331859309809,62.99,3.601,223.3812965,6.573,2086.18,0,8.11,602.36,5926.45,"Medium Volume",950,12.062420000000001,1,13.527811684210524,1,0.045,12.91906015842105,0.6763905842105262,-0.8566401584210492,-0,1.0710172716934951,0,Covered,18.5,0,811.7595143454869,0.8544836993110388,91,Ready,"Staffing balanced"
1,3,2012-10-19,A,151315,0,8548.87,10794.049,-2245.178828124999,2245.178828124999,-0.208001544543226,67.97,3.594,223.4257233,6.573,950.33,0,4.93,80.25,2312.85,"Medium Volume",950,11.362156842105264,1,12.547540894736844,1,0.045,11.982901554473687,0.6273770447368422,-0.6207447123684222,-0,1.0546326477441412,0,Covered,18.5,0,713.4223677910775,0.7509709134642921,83.9,Watch,"Staffing balanced"
1,3,2012-10-26,A,151315,0,9350.9,9446.666,-95.76601562500036,95.76601562500036,-0.0101375464599469,69.16,3.506,223.4442513,6.573,2585.85,31.75,6,1057.16,1305.01,"Medium Volume",950,9.94385894736842,1,11.29552384210526,1,0.045,10.787225269210522,0.564776192105263,-0.843366321842101,-0,1.0848127800591232,0,Covered,18.5,0,866.8494229642021,0.9124730768044232,94.9,Ready,"Staffing balanced"
1,4,2012-08-03,A,151315,0,41305.39,38827.46,2477.9290624999994,2477.9290624999994,0.0638189828196256,86.11,3.417,221.9498642,6.908,27584.78,119.98,30.23,12007.04,4661.71,"High Volume",1250,31.061968,1,30.63254796,1,0.045,29.254083301799998,1.531627398,1.8078846982000023,1,0.9417974837202845,0.2762573002000024,"At Risk",18.5,7.666140080550067,1411.9529767476422,1.1295623813981137,92.7,Ready,"Staffing balanced"
1,4,2012-08-10,A,151315,0,40343.83,38842.64,1501.1893750000015,1501.1893750000015,0.0386479742583155,85.05,3.494,221.9584329,6.908,11436.22,245,6.85,6964.26,4836.22,"High Volume",1250,31.074112,1,29.92076024,1,0.045,28.574326029199998,1.496038012,2.4997859708000014,1,0.9195540657509376,1.0037479588000013,"At Risk",18.5,27.854005856700034,1411.8908687040523,1.129512694963242,92.5,Ready,"Staffing balanced"
1,4,2012-08-17,A,151315,0,38105.9,39128.76,-1022.8617187499984,1022.8617187499984,-0.0261409171622176,84.85,3.571,222.0384109,6.908,3662.06,137.86,4.84,2752.2,3446.15,"High Volume",1250,31.303008000000002,1,30.36566456,1,0.045,28.999209654799998,1.518283228,2.303798345200004,1,0.926403291811445,0.7855151172000041,"At Risk",18.5,21.798044502300115,1314.0323634196923,1.051225890735754,91.9,Ready,"Staffing balanced"
1,4,2012-08-24,A,151315,0,36674.67,37901.93,-1227.2596875000015,1227.2596875000015,-0.0323798734686785,77.66,3.62,222.1719457,6.908,6237.83,260.06,2.97,3463.03,7988.25,"High Volume",1250,30.321544,1,30.37073116,1,0.045,29.004048257799997,1.518536558,1.317495742200002,1,0.9565491868685841,0,Covered,18.5,0,1264.467279671456,1.0115738237371648,91.9,Ready,"Staffing balanced"
1,4,2012-08-31,A,151315,0,37802.97,37631.33,171.64187500000116,171.64187500000116,0.0045611431632138,80.49,3.638,222.3054805,6.908,21442.73,102.32,21.7,13209.64,3032.96,"High Volume",1250,30.105064000000002,1,30.66023884,1,0.045,29.2805280922,1.533011942,0.8245359078000014,1,0.9726113883099534,0,Covered,18.5,0,1291.061755476681,1.0328494043813448,93.7,Ready,"Staffing balanced"
1,4,2012-09-07,A,151315,1,39549.27,37454.883,2094.387187499997,2094.387187499997,0.0559176008635388,83.96,3.73,222.4390153,6.908,5204.68,35.74,50.94,4120.32,2737.17,"High Volume",1250,29.963906400000003,1,31.7721903912,1,0.075,29.38927611186,1.58860951956,0.5746302881400034,1,0.9808225843296586,0,Covered,18.5,0,1345.7041217847468,1.0765632974277974,88.8,Ready,"Staffing balanced"
1,4,2012-09-14,A,151315,0,35044.06,37413.82,-2369.7603125000023,2369.7603125000023,-0.0633391696626143,74.97,3.717,222.5820193,6.908,17212.52,7,18.79,1523.11,7992.72,"High Volume",1250,29.931055999999998,1,29.81803076,1,0.045,28.4762193758,1.490901538,1.4548366241999986,1,0.9513937421987384,0,Covered,18.5,0,1230.6429985499256,0.9845143988399404,90.3,Ready,"Staffing balanced"
1,4,2012-09-21,A,151315,0,34507.34,34825.203,-317.8631250000035,317.8631250000035,-0.0091273875376714,69.87,3.721,222.7818386,6.908,6352.3,7.64,4.69,1010.06,6456.71,"High Volume",1250,27.8601624,1,29.21791012,1,0.045,27.9031041646,1.460895506,-0.04294176459999832,-0,1.001541332171129,0,Covered,18.5,0,1236.6846282206347,0.9893477025765078,93.7,Ready,"Staffing balanced"
1,4,2012-09-28,A,151315,0,34647.33,34752.875,-105.54499999999824,105.54499999999824,-0.0030370149232257,76.08,3.666,222.9816579,6.908,3666.27,7.64,1.65,1417.96,4744.28,"High Volume",1250,27.8023,1,28.79311344,1,0.045,27.497423335199997,1.439655672,0.30487666480000186,1,0.9890341207454059,0,Covered,18.5,0,1260.0209691519449,1.0080167753215559,93.8,Ready,"Staffing balanced"
1,4,2012-10-05,A,151315,0,39311.93,38235.29,1076.6409375000003,1076.6409375000003,0.0281583051651605,68.55,3.617,223.1814772,6.573,8077.89,0,18.22,3617.43,3626.14,"High Volume",1250,30.588232,1,28.174608,1,0.045,26.90675064,1.4087304,3.681481360000003,1,0.8796438656539547,2.272750960000003,"At Risk",18.5,63.06883914000008,1461.0433837208966,1.1688347069767173,91.3,Ready,"Staffing balanced"
1,4,2012-10-12,A,151315,0,35446.18,37243.74,-1797.5582812499997,1797.5582812499997,-0.048264711444258,62.99,3.601,223.3812965,6.573,2086.18,0,8.11,602.36,5926.45,"High Volume",1250,29.794991999999997,1,28.12808936,1,0.045,26.862325338799998,1.406404468,2.932666661199999,1,0.9015718258558352,1.526262193199999,"At Risk",18.5,42.353775861299965,1319.549947852112,1.0556399582816895,90.5,Ready,"Staffing balanced"
1,4,2012-10-19,A,151315,0,35549.19,36025.418,-476.2279687499977,476.2279687499977,-0.0132192211944105,67.97,3.594,223.4257233,6.573,950.33,0,4.93,80.25,2312.85,"High Volume",1250,28.820334399999997,1,28.20690488,1,0.045,26.9375941604,1.4103452440000002,1.8827402395999968,1,0.9346731993644044,0.47239499559999665,"At Risk",18.5,13.108961127899908,1319.6868951370425,1.055749516109634,92.6,Ready,"Staffing balanced"
1,4,2012-10-26,A,151315,0,36292.6,35487.223,805.3773437499985,805.3773437499985,0.022694854188826,69.16,3.506,223.4442513,6.573,2585.85,31.75,6,1057.16,1305.01,"High Volume",1250,28.389778399999997,1,28.41110748,1,0.045,27.132607643399997,1.420555374,1.2571707566000008,1,0.9557174861005607,0,Covered,18.5,0,1337.6008851411732,1.0700807081129386,93.5,Ready,"Staffing balanced"
1,5,2012-08-03,A,151315,0,17615.28,17995.627,-380.3469531250011,380.3469531250011,-0.0211355210971937,86.11,3.417,221.9498642,6.908,27584.78,119.98,30.23,12007.04,4661.71,"High Volume",1250,14.3965016,1,13.676086200000002,1,0.045,13.060662321,0.6838043100000002,1.335839279,1,0.9072108407920435,0.6520349689999998,"At Risk",18.5,18.093970389749995,1348.7279256639774,1.078982340531182,92,Ready,"Staffing balanced"
1,5,2012-08-10,A,151315,0,18232.46,18908.969,-676.5087500000009,676.5087500000009,-0.035777136180417,85.05,3.494,221.9584329,6.908,11436.22,245,6.85,6964.26,4836.22,"High Volume",1250,15.1271752,1,13.270523000000004,1,0.045,12.673349465000003,0.6635261500000001,2.453825734999997,1,0.8377869164231008,1.790299584999997,"At Risk",18.5,49.680813483749915,1438.6457226917473,1.1509165781533979,89.5,Ready,"Staffing balanced"
1,5,2012-08-17,A,151315,0,15440.65,18376.543,-2935.8929687500004,2935.8929687500004,-0.1597630726161387,84.85,3.571,222.0384109,6.908,3662.06,137.86,4.84,2752.2,3446.15,"High Volume",1250,14.7012344,1,13.2985216,1,0.045,12.700088128,0.6649260800000001,2.0011462719999997,1,0.8638790310016417,1.3362201919999996,"At Risk",18.5,37.08011032799999,1215.7907759677555,0.9726326207742044,83.8,Watch,"Staffing balanced"
1,5,2012-08-24,A,151315,0,22446.23,15399.549,7046.681171875,7046.681171875,0.4575901054325226,77.66,3.62,222.1719457,6.908,6237.83,260.06,2.97,3463.03,7988.25,"High Volume",1250,12.319639200000001,1,12.817182840000005,1,0.045,12.240409612200004,0.6408591420000002,0.07922958779999689,1,0.9935688386231314,0,Covered,18.5,0,1833.780952691964,1.4670247621535712,88.3,Ready,"Staffing balanced"
1,5,2012-08-31,A,151315,0,18615.76,20856.219,-2240.4587500000016,2240.4587500000016,-0.1074240147198303,80.49,3.638,222.3054805,6.908,21442.73,102.32,21.7,13209.64,3032.96,"High Volume",1250,16.6849752,1,14.45198552,1,0.045,13.801646171599998,0.722599276,2.883329028400002,1,0.8271900920535978,2.160729752400002,"At Risk",18.5,59.96025062910006,1348.8072197000765,1.0790457757600613,86.6,Ready,"Staffing balanced"
1,5,2012-09-07,A,151315,1,18236.15,19270.79,-1034.6390624999983,1034.6390624999983,-0.0536895017191254,83.96,3.73,222.4390153,6.908,5204.68,35.74,50.94,4120.32,2737.17,"High Volume",1250,15.416632,1,15.526964376000002,1,0.075,14.362442047800002,0.7763482188000002,1.054189952199998,1,0.9316199574459585,0.27784173339999785,"At Risk",18.5,7.71010810184994,1269.710954398132,1.0157687635185055,85.5,Ready,"Staffing balanced"
1,5,2012-09-14,A,151315,0,19369.52,19255.562,113.95750000000044,113.95750000000044,0.0059181600122042,74.97,3.717,222.5820193,6.908,17212.52,7,18.79,1523.11,7992.72,"High Volume",1250,15.404449600000001,1,14.648802839999998,1,0.045,13.989606712199997,0.732440142,1.4148428878000043,1,0.9081536228467387,0.6824027458000044,"At Risk",18.5,18.93667619595012,1384.5650130470294,1.1076520104376235,92.9,Ready,"Staffing balanced"
1,5,2012-09-21,A,151315,0,25798.78,19719.107,6079.672578124999,6079.672578124999,0.3083137815548707,69.87,3.721,222.7818386,6.908,6352.3,7.64,4.69,1010.06,6456.71,"High Volume",1250,15.7752856,1,15.41886136,1,0.045,14.7250125988,0.770943068,1.0502730012000008,1,0.9334228851489066,0.27932993320000077,"At Risk",18.5,7.751405646300022,1752.03788974024,1.401630311792192,88.1,Ready,"Staffing balanced"
1,5,2012-09-28,A,151315,0,22560.39,20571.64,1988.7493749999992,1988.7493749999992,0.096674320305943,76.08,3.666,222.9816579,6.908,3666.27,7.64,1.65,1417.96,4744.28,"High Volume",1250,16.457311999999998,1,16.075961160000002,1,0.045,15.352542907800002,0.8037980580000001,1.1047690921999962,1,0.932870623574494,0.30097103419999605,"At Risk",18.5,8.35194619904989,1469.4888094752032,1.1755910475801625,91.7,Ready,"Staffing balanced"
1,5,2012-10-05,A,151315,0,25508.81,27137.586,-1628.7759374999987,1628.7759374999987,-0.0600191904044522,68.55,3.617,223.1814772,6.573,8077.89,0,18.22,3617.43,3626.14,"High Volume",1250,21.7100688,1,16.849108640000004,1,0.045,16.090898751200005,0.8424554320000003,5.619170048799994,1,0.7411721675981057,4.776714616799993,"At Risk",18.5,132.55383061619983,1585.29429551582,1.268235436412656,85.4,Ready,"Staffing balanced"
