week_date,store,dept,store_type,forecast_weekly_sales,required_labor_hours,available_labor_hours,labor_gap_hours,overtime_risk_hours,estimated_overtime_cost,site_readiness_score,recommendation
2012-10-12,1,92,A,170420.4,136.33632,106.71313738959999,29.623182610400008,24.036107354400006,667.0019790846002,86.3,"Add associates or approve overtime"
2012-09-07,17,92,B,81477.96,65.18236800000001,38.002095358949994,27.180272641050017,25.126105324350018,659.5602647641879,70.4,"Add associates or approve overtime"
2012-08-24,27,3,A,72645.71,76.46916842105264,50.17334039605264,26.295828025000006,23.66895156447369,656.8134059141449,81.6,"Add associates or approve overtime"
2012-08-17,32,3,A,52795.59,55.57430526315789,31.382276160789473,24.192029102368416,22.548977994473677,625.7341393466445,77.3,"Add associates or approve overtime"
2012-10-05,40,92,A,128355.96,102.684768,76.26083254859999,26.423935451400013,22.431221705400013,622.4664023248504,86.4,"Add associates or approve overtime"
2012-09-14,1,92,A,168405.17,134.72413600000002,106.73891581919999,27.985220180800027,22.396795268800027,621.5110687092007,85.5,"Add associates or approve overtime"
2012-10-12,14,92,A,176574.89,141.259912,113.1081158844,28.15179611560002,22.22990523160002,616.8798701769006,85.9,"Add associates or approve overtime"
2012-08-03,4,3,A,52338.145,55.09278421052631,31.537544433684207,23.555239776842104,21.904059439999997,607.83764946,80.1,"Use flex pool / monitor schedule"
2012-08-24,2,3,A,58659.14,61.74646315789474,38.25591982394737,23.490543333947365,21.48761559447368,596.2813327466447,79.6,"Use flex pool / monitor schedule"
2012-08-17,12,3,B,46125.367,48.55301789473684,25.0514454,23.50157249473684,22.18997849473684,582.4869354868421,75.7,"Use flex pool / monitor schedule"
2012-10-05,42,92,C,107695.7,86.15656,59.8414793868,26.315080613199996,23.182018865199996,582.44822398815,81.6,"Add associates or approve overtime"
2012-10-05,28,91,A,80160.82,64.128656,41.1366309592,22.99202504080001,20.83827472880001,578.2621237242003,82.1,"Use flex pool / monitor schedule"
2012-08-31,10,72,B,134090.33,107.27226399999999,81.23962866999997,26.03263533000002,21.77925163000002,571.7053552875004,74.3,"Add associates or approve overtime"
2012-10-05,28,90,A,90433.5,72.3468,49.234859479399994,23.111940520600008,20.53419918660001,569.8240274281503,82.3,"Use flex pool / monitor schedule"
2012-08-03,14,3,A,38522.668,40.55017684210526,19.036193685526314,21.513983156578945,20.517323801315786,569.3557354865131,71.5,"Use flex pool / monitor schedule"
2012-08-24,6,3,A,57793.496,60.83525894736842,38.32715412842106,22.508104818947366,20.50144753473684,568.9151690889473,80.8,"Use flex pool / monitor schedule"
2012-08-31,28,3,A,50441.234,53.09603578947368,31.068749660789468,22.027286128684214,20.400650020789477,566.118038076908,80.2,"Use flex pool / monitor schedule"
2012-08-17,43,79,C,40313.527,32.2508216,9.364529984799999,22.8862916152,22.3960020872,562.6995524409,43.1,"Use flex pool / monitor schedule"
2012-08-10,32,3,A,43753.184,46.05598315789474,24.519188464473682,21.536794693421054,20.253067548684214,562.022624475987,78.3,"Use flex pool / monitor schedule"
2012-10-26,14,1,A,51360.68,41.088544,19.9154578448,21.1730861552,20.1303920272,558.6183787548,76,"Use flex pool / monitor schedule"
2012-08-17,10,72,B,126293.445,101.034756,76.02111578299998,25.013640217000017,21.033477087000016,552.1287735337504,85.7,"Add associates or approve overtime"
2012-08-03,13,3,A,47140.98,49.62208421052632,28.42206633,21.200017880526318,19.711951580526318,547.0066563596054,77.7,"Use flex pool / monitor schedule"
2012-08-10,21,3,B,38928.03,40.976873684210524,19.1805041125,21.796369571710525,20.792154696710526,545.7940607886512,76.5,"Use flex pool / monitor schedule"
2012-08-31,6,9,A,70204.055,56.16324399999999,34.733631801399994,21.429612198599997,19.6110974446,544.20795408765,76.8,"Use flex pool / monitor schedule"
2012-08-17,18,3,B,43509.875,45.79986842105263,23.924201599999996,21.875666821052633,20.62309082105263,541.3561340526317,77,"Use flex pool / monitor schedule"
2012-08-24,25,3,B,39958.355,42.061426315789475,20.373466237499997,21.68796007828948,20.62128645328948,541.3087693988489,75,"Use flex pool / monitor schedule"
2012-10-26,13,1,A,70541.12,56.432896,35.106421361200006,21.326474638799993,19.488442106799994,540.8042684636998,81.7,"Use flex pool / monitor schedule"
2012-08-24,8,3,A,41865.63,44.06908421052631,23.451622111842102,20.61746209868421,19.38962848026316,538.0621903273027,76.7,"Use flex pool / monitor schedule"
2012-08-10,13,3,A,53099.12,55.89381052631579,35.256421896315786,20.637388630000004,18.79150266684211,521.4641990048685,81.2,"Use flex pool / monitor schedule"
2012-08-24,27,95,A,141735.3,113.38824,89.8952184158,23.493021584199994,18.786465646199993,521.3244216820498,82.3,"Use flex pool / monitor schedule"
2012-08-17,31,3,A,33038.816,34.77770105263158,15.418839206842105,19.358861845789473,18.55159277736842,514.8066995719736,72.4,"Use flex pool / monitor schedule"
2012-08-17,14,3,A,46116.43,48.54361052631579,28.62164454210526,19.92196598421053,18.4234505631579,511.2507531276317,78.6,"Use flex pool / monitor schedule"
2012-08-17,19,3,A,40948.176,43.103343157894734,23.552701774736835,19.5506413831579,18.317515635789476,508.311058893158,79.6,"Use flex pool / monitor schedule"
2012-08-24,14,95,A,139462.22,111.569776,88.6713476012,22.898428398800007,18.255949466800008,506.6025977037002,81.2,"Use flex pool / monitor schedule"
2012-09-07,17,74,B,35295.516,37.15317473684211,16.992114025,20.16106071184211,19.24256806184211,505.11741162335545,65,"Use flex pool / monitor schedule"
2012-08-17,27,3,A,61513.484,64.75103578947368,44.25965921447368,20.491376574999997,18.174116930263153,504.3317448148025,84.3,"Use flex pool / monitor schedule"
2012-08-10,10,3,B,108462.14,114.17067368421053,90.25376002499998,23.91691365921055,19.191585909210552,503.77913011677697,85.8,"Use flex pool / monitor schedule"
2012-10-05,13,18,A,21403.02,30.575742857142856,11.827108684999997,18.748634172142857,18.12941382214286,503.0912335644643,68.2,"Use flex pool / monitor schedule"
2012-08-17,23,3,B,50096.875,52.733552631578945,31.991277599999997,20.74227503157895,19.06733903157895,500.5176495789475,78.5,"Use flex pool / monitor schedule"
2012-08-10,2,3,A,44381.29,46.71714736842105,27.31778067973684,19.399366688684214,17.969116391315794,498.6429798590133,79,"Use flex pool / monitor schedule"
2012-08-24,22,3,B,49211.26,51.801326315789474,31.233807412499996,20.56751890328948,18.93224102828948,496.9713269925988,77.3,"Use flex pool / monitor schedule"
2012-10-19,12,18,B,22859.707,32.65672428571428,13.113634513392853,19.54308977232143,18.856512049107145,494.9834412890625,72.9,"Use flex pool / monitor schedule"
2012-08-31,14,92,A,173547.83,138.83826399999998,115.0299753036,23.808288696399984,17.785776900399984,493.5553089860996,80.7,"Use flex pool / monitor schedule"
2012-08-03,32,3,A,35440.24,37.30551578947368,18.652674179999998,18.652841609473683,17.676261809473683,490.5162652128947,77.9,"Use flex pool / monitor schedule"
2012-10-12,39,18,A,26214.648,37.44949714285715,18.8661496275,18.583347515357147,17.595590990357145,488.27764998241076,75.4,"Use flex pool / monitor schedule"
2012-08-10,14,3,A,40832.76,42.98185263157895,24.160770782105267,18.821081849473686,17.556120028421052,487.1823307886842,76.4,"Use flex pool / monitor schedule"
2012-10-19,7,9,B,51281.598,41.0252784,21.402840396,19.622438004,18.501870443999998,485.6740991549999,76.5,"Use flex pool / monitor schedule"
2012-10-12,4,18,A,21649.195,30.927421428571428,12.950292302500005,17.977129126071425,17.299103351071423,480.050117992232,73.9,"Use flex pool / monitor schedule"
2012-08-03,28,91,A,79734.14,63.787312,44.2165187562,19.570793243799997,17.255792261799996,478.84823526494995,84.1,"Use flex pool / monitor schedule"
2012-08-17,6,3,A,49695.094,52.310625263157895,33.35029653236842,18.960328730789477,17.214239907105267,477.6951574221712,81.8,"Use flex pool / monitor schedule"
2012-08-24,22,95,B,78641.516,62.913212800000004,42.690743104,20.222469696000005,17.987352256000005,472.16799672000013,77.3,"Use flex pool / monitor schedule"
2012-08-03,2,3,A,37716.996,39.702101052631576,21.599155835526314,18.102945217105262,16.972099361842105,470.9757572911184,78.6,"Use flex pool / monitor schedule"
2012-08-10,34,3,A,31341.33,32.99087368421053,15.28678125394737,17.70409243026316,16.903737390789477,469.078712594408,74.5,"Use flex pool / monitor schedule"
2012-08-10,42,92,C,99241.12,79.392896,57.7231361284,21.669759871599993,18.647606147599994,468.5211044584498,84.7,"Use flex pool / monitor schedule"
2012-10-26,27,1,A,51540.844,41.232675199999996,23.225081014799997,18.0075941852,16.7916213572,465.96749266230006,80,"Use flex pool / monitor schedule"
2012-10-19,14,7,A,59239.97,47.391976,29.174163057199998,18.217812942800002,16.690369850800003,463.1577633597001,64.1,"Use flex pool / monitor schedule"
2012-10-26,4,18,A,32317.947,46.16849571428571,28.1344208075,18.034074906785712,16.56106858178571,459.5696531445535,78.1,"Use flex pool / monitor schedule"
2012-10-12,42,92,C,100457.79,80.366232,59.07302771160001,21.293204288399984,18.200375612399984,457.28443726154956,86.2,"Use flex pool / monitor schedule"
2012-08-24,28,3,A,39359.645,41.43120526315789,23.813571585263162,17.61763367789473,16.37084982526315,454.2910826510524,77.6,"Use flex pool / monitor schedule"
2012-08-03,40,92,A,120366.03,96.292824,76.0231906924,20.269633307600003,16.289361543600002,452.02978283490006,88,"Use flex pool / monitor schedule"
2012-10-26,10,72,B,132738.19,106.190552,84.5737452025,21.61680679749999,17.18886202249999,451.2076280906248,86.6,"Use flex pool / monitor schedule"
2012-10-26,39,1,A,47759.82,38.207856,20.8977036128,17.3101523872,16.216031779199998,449.9948818727999,79.8,"Use flex pool / monitor schedule"
2012-08-10,6,3,A,43830.94,46.13783157894737,28.455746415526317,17.682085163421053,16.192255508157896,449.3350903513816,79.6,"Use flex pool / monitor schedule"
2012-10-19,23,72,B,91729.59,73.383672,53.469257777999985,19.91441422200002,17.11497664200002,449.26813685250056,66.7,"Use flex pool / monitor schedule"
2012-08-03,28,90,A,85633.734,68.5069872,49.75396202979999,18.753025170200004,16.148105692200005,448.1099329585502,84.6,"Use flex pool / monitor schedule"
2012-10-19,20,72,A,109159.09,87.327272,67.9649438202,19.362328179799988,15.803954157799987,438.5597278789496,62.4,"Use flex pool / monitor schedule"
2012-09-14,17,72,B,72406.266,57.925012800000005,39.1973207295,18.727692070500005,16.675476325500007,437.7312535443752,83.7,"Use flex pool / monitor schedule"
2012-10-19,14,92,A,170827.84,136.662272,114.8945393428,21.7677326572,15.7523117492,437.1266510403,86.7,"Use flex pool / monitor schedule"
2012-09-07,14,92,A,170648.31,136.51864799999998,114.60657447386001,21.912073526139977,15.717123554579977,436.1501786395944,82.9,"Use flex pool / monitor schedule"
2012-10-26,23,1,B,57302.977,45.842381599999996,27.7757436265,18.066637973499997,16.612410558499995,436.07577716062485,82,"Use flex pool / monitor schedule"
2012-10-19,4,18,A,25852.947,36.93278142857143,20.268458735000003,16.664322693571428,15.603146843571428,432.9873249091072,77.4,"Use flex pool / monitor schedule"
2012-10-26,10,1,B,57023.06,45.618448,27.698756206,17.919691794000002,16.469495134000002,432.3242472675,81.5,"Use flex pool / monitor schedule"
2012-08-24,23,74,B,61435.277,64.66871263157896,45.85689156249999,18.811821069078967,16.410936694078966,430.78708821957287,82.9,"Use flex pool / monitor schedule"
2012-08-03,28,93,A,72753.32,58.202656000000005,40.6447574834,17.557898516600005,15.429900742600005,428.17974560715015,83.6,"Use flex pool / monitor schedule"
2012-09-07,10,72,B,127068.19,101.654552,81.0973171747,20.5572348253,16.1735960591,424.55689655137496,80,"Use flex pool / monitor schedule"
2012-10-12,11,18,A,20814.773,29.735390000000002,13.746619530000002,15.98877047,15.26905217,423.7161977175,72.5,"Use flex pool / monitor schedule"
2012-08-03,14,90,A,101592.28,81.273824,62.766006217599994,18.50781778240001,15.221639446400012,422.40049463760033,84.3,"Use flex pool / monitor schedule"
2012-10-26,22,1,B,40329.21,32.263368,15.379433453999997,16.883934546000003,16.078728606000002,422.0666259075,76.5,"Use flex pool / monitor schedule"
2012-08-24,9,3,B,27749.04,29.209515789473684,12.489537749999998,16.719978039473688,16.066075539473687,421.7344829111843,73.3,"Use flex pool / monitor schedule"
2012-10-05,27,92,A,159535.02,127.62801599999999,106.8873551746,20.740660825399985,15.144464219399985,420.25888208834965,86.5,"Use flex pool / monitor schedule"
2012-08-10,23,3,B,40440.016,42.568437894736846,25.285919387499995,17.28251850723685,15.958648382236852,418.9145200337174,78.1,"Use flex pool / monitor schedule"
2012-09-07,14,93,A,69982.64,55.986112,38.8031115983,17.1830004017,15.0855349099,418.62359374972493,76.9,"Use flex pool / monitor schedule"
2012-08-03,20,87,A,63681.406,67.03305894736842,49.44635297921053,17.586705968157887,14.997891676052623,416.19149401046025,84.7,"Use flex pool / monitor schedule"
2012-10-19,10,72,B,136387,109.1096,88.6201418955,20.489458104500002,15.849660099500003,416.0535776118751,76.6,"Use flex pool / monitor schedule"
2012-08-10,35,3,B,42050.637,44.26382842105264,27.02167008749999,17.242158333552645,15.827411208552645,415.4695442245069,80,"Use flex pool / monitor schedule"
2012-08-24,27,90,A,105876.92,84.701536,66.2613681016,18.440167898400006,14.970986322400005,415.44487044660013,81.6,"Use flex pool / monitor schedule"
2012-08-10,11,3,A,44259.2,46.588631578947364,30.19167343868421,16.396958140263155,14.81624225342105,411.1507225324342,82.5,"Use flex pool / monitor schedule"
2012-08-17,35,3,B,48165.426,50.700448421052634,33.317027700000004,17.38342072105263,15.639073721052629,410.52568517763154,83.8,"Use flex pool / monitor schedule"
2012-09-07,28,93,A,61582.906,49.2663248,32.74986589294,16.51645890706,14.746195885819999,409.206935831505,72.3,"Use flex pool / monitor schedule"
2012-10-05,1,92,A,159035.88,127.22870400000001,106.943992099,20.28471190100001,14.685550011000007,407.5240128052502,90.5,"Use flex pool / monitor schedule"
2012-10-05,39,92,A,140344.62,112.275696,92.7550574048,19.520638595199998,14.664352867199998,406.93579206479995,88.6,"Use flex pool / monitor schedule"
2012-08-10,18,3,B,33803.062,35.582170526315785,19.103719724999994,16.47845080131579,15.47825605131579,406.3042213470395,78,"Use flex pool / monitor schedule"
2012-10-26,20,1,A,56610.08,45.288064,29.128904804999998,16.159159195,14.634085645,406.09587664875,82.9,"Use flex pool / monitor schedule"
2012-08-03,11,3,A,37211.71,39.170221052631575,23.364135165,15.806085887631575,14.582832737631575,404.67360846927625,79.8,"Use flex pool / monitor schedule"
2012-10-05,4,18,A,15299.878,21.856968571428574,6.913820865000005,14.943147706428569,14.581167556428568,404.62739969089273,66.6,"Use flex pool / monitor schedule"
2012-08-24,1,3,A,41727.055,43.92321578947369,27.882840156315787,16.0403756331579,14.580541070000006,404.61001469250016,81.9,"Use flex pool / monitor schedule"
2012-10-12,19,92,A,131807.2,105.44576,86.37737621379999,19.068383786200016,14.546008068200017,403.6517238925504,87.9,"Use flex pool / monitor schedule"
2012-10-26,4,1,A,60395.043,48.3160344,32.1111670012,16.204867398799998,14.523654466799996,403.03141145369995,82.7,"Use flex pool / monitor schedule"
2012-08-10,13,90,A,133286.06,106.628848,87.5461580826,19.082689917400003,14.499121431400003,402.3506197213501,85.9,"Use flex pool / monitor schedule"
2012-09-07,14,95,A,135579.23,108.463384,89.19089368392001,19.272490316079995,14.451360927759994,401.0252657453399,84.2,"Use flex pool / monitor schedule"
2012-10-26,12,18,B,25693.018,36.70431142857143,20.487218163392857,16.217093265178573,15.144464041964287,397.5421811015625,74.6,"Use flex pool / monitor schedule"
2012-10-05,39,18,A,19804.582,28.29226,13.275684677499996,15.016575322500003,14.321513297500003,397.4219940056251,76.9,"Use flex pool / monitor schedule"
2012-10-05,28,18,A,12351.641,17.64520142857143,3.2837221374999994,14.36147929107143,14.189556666071429,393.7601974834822,60.2,"Use flex pool / monitor schedule"
2012-09-07,17,2,B,57104.67,45.683735999999996,29.132402251,16.551333748999998,14.976609302999998,393.13599420375,73.7,"Use flex pool / monitor schedule"
2012-09-07,17,72,B,62030.414,49.6243312,32.87597978355001,16.748351416449992,14.971271428149992,392.9958749889373,73.9,"Use flex pool / monitor schedule"
2012-10-05,14,92,A,171674.25,137.3394,117.05021840259998,20.28918159740003,14.160897911400031,392.9649170413509,90.7,"Use flex pool / monitor schedule"
2012-08-24,13,95,A,170926.22,136.740976,116.5562054594,20.184770540599985,14.082351406599985,390.78525153314956,85.5,"Use flex pool / monitor schedule"
2012-09-07,14,90,A,105948.625,84.7589,67.06412988996,17.694770110039997,14.069682007879997,390.43367571866986,83,"Use flex pool / monitor schedule"
2012-10-05,31,92,A,146673.55,117.33883999999999,98.1974431872,19.141396812799996,14.000169420799995,388.50470142719985,88.8,"Use flex pool / monitor schedule"
2012-10-26,39,18,A,30404.781,43.435401428571424,27.974432044999997,15.460969383571427,13.996339433571428,388.3984192816072,78.7,"Use flex pool / monitor schedule"
2012-08-17,13,90,A,133141.3,106.51303999999999,87.93086726479999,18.582172735200004,13.978462407200004,387.9023317998001,88.7,"Use flex pool / monitor schedule"
2012-09-07,35,72,B,86224.48,68.979584,51.44273935344997,17.53684464655003,14.756156032850031,387.3490958623133,81.3,"Use flex pool / monitor schedule"
2012-09-07,28,95,A,106488.58,85.190864,67.5930863825,17.5977776175,13.9440972725,386.94869931187503,81.1,"Use flex pool / monitor schedule"
2012-09-21,14,92,A,170232.8,136.18624,116.2030024148,19.9832375852,13.899310757200002,385.70587351230006,85.6,"Use flex pool / monitor schedule"
2012-08-24,14,82,A,37343.1,29.87448,15.189655128199998,14.6848248718,13.8895549698,385.4351504119501,59.1,"Use flex pool / monitor schedule"
2012-10-12,13,18,A,25236.791,36.05255857142857,21.112480094999995,14.940078476428575,13.834713026428574,383.91328648339294,77.9,"Use flex pool / monitor schedule"
2012-08-24,23,72,B,77640.54,62.112432,45.27904388699998,16.83338811300002,14.46275754300002,379.64738550375057,86,"Use flex pool / monitor schedule"
2012-10-12,2,38,A,84469.89,67.575912,51.2744345288,16.301477471200002,13.616952103200001,377.87042086380006,79.8,"Use flex pool / monitor schedule"
2012-10-12,27,18,A,21466.875,30.666964285714286,16.255894444999996,14.41106984071429,13.559975890714291,376.2893309673216,78.7,"Use flex pool / monitor schedule"
2012-09-07,42,92,C,95860.94,76.68875200000001,58.56089448008,18.127857519920006,14.962403764240007,375.93039457653015,82.2,"Use flex pool / monitor schedule"
2012-08-17,17,3,B,36100.746,38.000785263157894,22.530223912499995,15.4705613506579,14.2909684756579,375.1379224860199,78.2,"Use flex pool / monitor schedule"
2012-08-03,14,92,A,158377.73,126.702184,107.57933155759999,19.122852442400017,13.490426706400017,374.35934110260047,90.6,"Use flex pool / monitor schedule"
2012-10-26,18,18,B,20655.82,29.508314285714285,14.52453139017857,14.983782895535715,14.223336225892858,373.3625759296875,75,"Use flex pool / monitor schedule"
2012-10-05,26,92,A,108443.15,86.75452,69.71394999660001,17.040570003399992,13.390624977399991,371.58984312284974,87.5,"Use flex pool / monitor schedule"
2012-09-14,42,92,C,94716.3,75.77304000000001,57.966320307999986,17.806719692000023,14.771833812000024,371.1423245265006,87.7,"Use flex pool / monitor schedule"
2012-08-03,28,95,A,113007.52,90.40601600000001,73.200360933,17.20565506700001,13.37317543700001,371.1056183767503,89.2,"Use flex pool / monitor schedule"
2012-09-07,6,9,A,74883.2,59.90656,44.18264849796001,15.72391150203999,13.335660231879988,370.0645714346697,76.3,"Use flex pool / monitor schedule"
2012-10-26,4,23,A,57895.004,46.3160032,31.3516804076,14.964322792399997,13.322873556399998,369.7097411900999,82.8,"Use flex pool / monitor schedule"
2012-08-03,1,3,A,28458.16,29.95595789473684,15.871758160263157,14.084199734473684,13.253217631842105,367.7767892836184,77.7,"Use flex pool / monitor schedule"
2012-08-17,22,3,B,39426.023,41.50107684210526,26.159011424999996,15.342065417105267,13.972483667105267,366.77769626151326,81.4,"Use flex pool / monitor schedule"
2012-08-10,12,3,B,32506.912,34.21780210526316,19.248574124999994,14.969227980263167,13.961449230263167,366.48804229440816,77.2,"Use flex pool / monitor schedule"
2012-10-19,10,18,B,22359.576,31.94225142857143,17.20621334196428,14.736038086607152,13.835189220535725,363.1737170390628,79.1,"Use flex pool / monitor schedule"
2012-08-10,19,3,A,30967.582,32.5974547368421,18.55835023736842,14.039104499473684,13.067463125789473,362.62210174065785,79.2,"Use flex pool / monitor schedule"
2012-08-31,15,3,B,36411.867,38.328281052631574,23.320887512499997,15.007393540131577,13.786404665131577,361.89312245970393,81.4,"Use flex pool / monitor schedule"
2012-10-05,13,95,A,157303.62,125.842896,107.1906223388,18.6522736612,13.0401991932,361.86552761129997,86.9,"Use flex pool / monitor schedule"
2012-10-05,14,18,A,14745.389,21.064841428571427,7.63586103,13.428980398571426,13.029197098571426,361.56021948535704,69.7,"Use flex pool / monitor schedule"
2012-08-17,8,3,A,32325.52,34.02686315789474,19.99921261947368,14.027650538421057,12.980571343684215,360.21085478723694,80.6,"Use flex pool / monitor schedule"
2012-10-05,32,18,A,11643.518,16.63359714285714,3.505888084999999,13.127709057857142,12.944154707857143,359.2002931430357,56.5,"Use flex pool / monitor schedule"
2012-10-05,23,18,B,13751.557,19.64508142857143,5.737866983035714,13.907214445535717,13.606802561607145,357.17856724218757,70.2,"Use flex pool / monitor schedule"
2012-10-12,14,18,A,18771.055,26.815792857142856,13.271065342500002,13.544727514642855,12.849907339642854,356.5849286750892,76.2,"Use flex pool / monitor schedule"
2012-08-24,27,92,A,152283.44,121.826752,103.59055383459999,18.236198165400012,12.812608959400013,355.5498986233504,87.2,"Use flex pool / monitor schedule"
2012-08-03,6,3,A,33985.84,35.77456842105263,21.836943396578945,13.937625024473682,12.79432955868421,355.0426452534868,77.7,"Use flex pool / monitor schedule"
2012-10-05,10,1,B,45988.73,36.790984,22.1545206095,14.636463390500001,13.4765408455,353.759197194375,75.2,"Use flex pool / monitor schedule"
