store,dept,date,scheduled_labor_hours,scheduled_associates,callout_rate,flex_pool_hours,avg_hourly_rate,avg_weekly_hours_per_associate
1,4,2012-09-21,29.21791012,1,0.045,1.460895506,18.5,32
1,4,2012-09-28,28.79311344,1,0.045,1.439655672,18.5,32
1,4,2012-10-05,28.174608,1,0.045,1.4087304,18.5,32
1,4,2012-10-12,28.12808936,1,0.045,1.406404468,18.5,32
1,4,2012-10-19,28.20690488,1,0.045,1.4103452440000002,18.5,32
1,4,2012-10-26,28.411107480000002,1,0.045,1.420555374,18.5,32
1,5,2012-08-03,13.676086200000002,1,0.045,0.6838043100000002,18.5,32
1,5,2012-08-10,13.270523000000003,1,0.045,0.6635261500000001,18.5,32
1,5,2012-08-17,13.2985216,1,0.045,0.6649260800000001,18.5,32
1,5,2012-08-24,12.817182840000003,1,0.045,0.6408591420000002,18.5,32
1,5,2012-08-31,14.45198552,1,0.045,0.722599276,18.5,32
1,5,2012-09-07,15.526964376000002,1,0.075,0.7763482188000002,18.5,32
1,5,2012-09-14,14.648802839999998,1,0.045,0.732440142,18.5,32
1,5,2012-09-21,15.41886136,1,0.045,0.770943068,18.5,32
1,5,2012-09-28,16.075961160000002,1,0.045,0.8037980580000001,18.5,32
1,5,2012-10-05,16.849108640000004,1,0.045,0.8424554320000003,18.5,32
1,5,2012-10-12,18.274550000000005,1,0.045,0.9137275000000002,18.5,32
1,5,2012-10-19,18.578449959999997,1,0.045,0.9289224979999999,18.5,32
1,5,2012-10-26,17.52299976,1,0.045,0.8761499880000001,18.5,32
1,6,2012-08-03,3.0037464210526315,1,0.045,0.15018732105263158,18.5,32
1,6,2012-08-10,3.154498789473684,1,0.045,0.1577249394736842,18.5,32
1,6,2012-08-17,2.438332842105263,1,0.045,0.12191664210526315,18.5,32
1,6,2012-08-24,2.2394366842105264,1,0.045,0.11197183421052632,18.5,32
1,6,2012-08-31,2.260287473684211,1,0.045,0.11301437368421055,18.5,32
1,6,2012-09-07,2.279583725263158,1,0.075,0.11397918626315791,18.5,32
1,6,2012-09-14,2.8150525789473684,1,0.045,0.14075262894736842,18.5,32
1,6,2012-09-21,2.9048025263157897,1,0.045,0.1452401263157895,18.5,32
1,6,2012-09-28,3.300157736842105,1,0.045,0.16500788684210527,18.5,32
1,6,2012-10-05,3.346994,1,0.045,0.16734970000000002,18.5,32
1,6,2012-10-12,3.6736563684210526,1,0.045,0.18368281842105263,18.5,32
1,6,2012-10-19,3.8581233157894737,1,0.045,0.1929061657894737,18.5,32
1,6,2012-10-26,3.6871855263157896,1,0.045,0.1843592763157895,18.5,32
1,7,2012-08-03,15.580349680000001,1,0.045,0.7790174840000001,18.5,32
1,7,2012-08-10,13.532410359999998,1,0.045,0.676620518,18.5,32
1,7,2012-08-17,13.16497308,1,0.045,0.658248654,18.5,32
1,7,2012-08-24,13.11181984,1,0.045,0.655590992,18.5,32
1,7,2012-08-31,12.71758348,1,0.045,0.635879174,18.5,32
1,7,2012-09-07,13.2491522968,1,0.075,0.6624576148400001,18.5,32
1,7,2012-09-14,12.57543056,1,0.045,0.628771528,18.5,32
1,7,2012-09-21,12.43213692,1,0.045,0.621606846,18.5,32
1,7,2012-09-28,13.87910692,1,0.045,0.6939553460000001,18.5,32
1,7,2012-10-05,15.161172319999999,1,0.045,0.758058616,18.5,32
1,7,2012-10-12,16.16664644,1,0.045,0.808332322,18.5,32
1,7,2012-10-19,17.08527688,1,0.045,0.854263844,18.5,32
1,7,2012-10-26,16.96669884,1,0.045,0.848334942,18.5,32
1,8,2012-08-03,29.87704244,1,0.045,1.493852122,18.5,32
1,8,2012-08-10,29.59757976,1,0.045,1.479878988,18.5,32
1,8,2012-08-17,29.82100212,1,0.045,1.491050106,18.5,32
1,8,2012-08-24,29.52638864,1,0.045,1.4763194320000002,18.5,32
1,8,2012-08-31,28.91357112,1,0.045,1.445678556,18.5,32
1,8,2012-09-07,30.143129688,1,0.075,1.5071564844,18.5,32
1,8,2012-09-14,28.71058764,1,0.045,1.4355293820000001,18.5,32
1,8,2012-09-21,28.916907039999998,1,0.045,1.445845352,18.5,32
1,8,2012-09-28,29.41657964,1,0.045,1.470828982,18.5,32
1,8,2012-10-05,29.33581196,1,0.045,1.4667905980000002,18.5,32
1,8,2012-10-12,30.119329799999996,1,0.045,1.5059664899999998,18.5,32
1,8,2012-10-19,30.100051240000003,1,0.045,1.5050025620000003,18.5,32
1,8,2012-10-26,30.54381876,1,0.045,1.5271909380000002,18.5,32
1,9,2012-08-03,19.56704848,1,0.045,0.9783524240000001,18.5,32
1,9,2012-08-10,17.789173639999998,1,0.045,0.8894586819999999,18.5,32
1,9,2012-08-17,17.58065904,1,0.045,0.8790329520000001,18.5,32
1,9,2012-08-24,17.758956320000003,1,0.045,0.8879478160000002,18.5,32
1,9,2012-08-31,18.413937360000002,1,0.045,0.9206968680000002,18.5,32
1,9,2012-09-07,23.2280624688,1,0.075,1.1614031234400002,18.5,32
1,9,2012-09-14,26.327200200000004,1,0.045,1.3163600100000004,18.5,32
1,9,2012-09-21,27.969507720000003,1,0.045,1.3984753860000003,18.5,32
1,9,2012-09-28,29.46435464,1,0.045,1.4732177320000002,18.5,32
1,9,2012-10-05,29.283673999999998,1,0.045,1.4641837,18.5,32
1,9,2012-10-12,28.797315679999997,1,0.045,1.439865784,18.5,32
1,9,2012-10-19,29.824992679999998,1,0.045,1.4912496339999999,18.5,32
1,9,2012-10-26,30.37400632,1,0.045,1.518700316,18.5,32
1,10,2012-08-03,25.55871948,1,0.045,1.277935974,18.5,32
1,10,2012-08-10,24.30527596,1,0.045,1.215263798,18.5,32
1,10,2012-08-17,24.77639528,1,0.045,1.238819764,18.5,32
1,10,2012-08-24,24.88151596,1,0.045,1.2440757980000001,18.5,32
1,10,2012-08-31,24.350289319999995,1,0.045,1.217514466,18.5,32
1,10,2012-09-07,24.9172572264,1,0.075,1.24586286132,18.5,32
1,10,2012-09-14,22.922282319999997,1,0.045,1.146114116,18.5,32
1,10,2012-09-21,23.31066416,1,0.045,1.165533208,18.5,32
1,10,2012-09-28,23.569274399999998,1,0.045,1.1784637199999999,18.5,32
1,10,2012-10-05,23.31731052,1,0.045,1.165865526,18.5,32
1,10,2012-10-12,22.72355792,1,0.045,1.1361778960000002,18.5,32
1,10,2012-10-19,21.95890116,1,0.045,1.097945058,18.5,32
1,10,2012-10-26,22.00569616,1,0.045,1.100284808,18.5,32
1,11,2012-08-03,23.84507188,1,0.045,1.192253594,18.5,32
1,11,2012-08-10,22.17784492,1,0.045,1.108892246,18.5,32
1,11,2012-08-17,21.829619559999998,1,0.045,1.0914809779999999,18.5,32
1,11,2012-08-24,20.70364268,1,0.045,1.035182134,18.5,32
1,11,2012-08-31,18.15945488,1,0.045,0.9079727439999999,18.5,32
1,11,2012-09-07,17.866053189600002,1,0.075,0.8933026594800002,18.5,32
1,11,2012-09-14,16.69660692,1,0.045,0.8348303460000001,18.5,32
1,11,2012-09-21,16.05878176,1,0.045,0.802939088,18.5,32
1,11,2012-09-28,15.60773676,1,0.045,0.7803868380000001,18.5,32
1,11,2012-10-05,14.851051320000002,1,0.045,0.7425525660000001,18.5,32
1,11,2012-10-12,14.661948559999999,1,0.045,0.733097428,18.5,32
1,11,2012-10-19,15.60855408,1,0.045,0.780427704,18.5,32
1,11,2012-10-26,15.62783852,1,0.045,0.781391926,18.5,32
1,12,2012-08-03,12.090110421052632,1,0.045,0.6045055210526317,18.5,32
1,12,2012-08-10,11.422297157894738,1,0.045,0.5711148578947369,18.5,32
1,12,2012-08-17,11.754352105263157,1,0.045,0.5877176052631579,18.5,32
1,12,2012-08-24,11.466018052631577,1,0.045,0.5733009026315788,18.5,32
1,12,2012-08-31,11.366558368421053,1,0.045,0.5683279184210527,18.5,32
1,12,2012-09-07,11.855370608421051,1,0.075,0.5927685304210526,18.5,32
1,12,2012-09-14,11.689989315789472,1,0.045,0.5844994657894736,18.5,32
1,12,2012-09-21,11.441649578947368,1,0.045,0.5720824789473684,18.5,32
1,12,2012-09-28,11.112717736842106,1,0.045,0.5556358868421053,18.5,32
1,12,2012-10-05,11.221629263157896,1,0.045,0.5610814631578948,18.5,32
1,12,2012-10-12,10.569320631578949,1,0.045,0.5284660315789474,18.5,32
1,12,2012-10-19,10.18241147368421,1,0.045,0.5091205736842105,18.5,32
1,12,2012-10-26,10.538909684210527,1,0.045,0.5269454842105263,18.5,32
1,13,2012-08-03,31.246862919999998,1,0.045,1.562343146,18.5,32
1,13,2012-08-10,31.517642799999997,1,0.045,1.57588214,18.5,32
1,13,2012-08-17,32.098818079999994,2,0.045,1.6049409039999998,18.5,32
1,13,2012-08-24,32.54213284,2,0.045,1.6271066420000002,18.5,32
1,13,2012-08-31,32.8965812,2,0.045,1.6448290600000002,18.5,32
1,13,2012-09-07,34.0876049528,2,0.075,1.70438024764,18.5,32
1,13,2012-09-14,32.57598204,2,0.045,1.628799102,18.5,32
1,13,2012-09-21,32.007791759999996,2,0.045,1.6003895879999999,18.5,32
1,13,2012-09-28,32.10878076,2,0.045,1.605439038,18.5,32
1,13,2012-10-05,31.88389624,1,0.045,1.594194812,18.5,32
1,13,2012-10-12,31.761141440000003,1,0.045,1.5880570720000002,18.5,32
1,13,2012-10-19,31.615295879999998,1,0.045,1.580764794,18.5,32
1,13,2012-10-26,31.339774759999997,1,0.045,1.566988738,18.5,32
1,14,2012-08-03,11.395755560000001,1,0.045,0.5697877780000001,18.5,32
1,14,2012-08-10,10.29899052,1,0.045,0.514949526,18.5,32
1,14,2012-08-17,9.92697664,1,0.045,0.496348832,18.5,32
1,14,2012-08-24,9.99277972,1,0.045,0.499638986,18.5,32
1,14,2012-08-31,9.66646128,1,0.045,0.483323064,18.5,32
1,14,2012-09-07,10.1404207184,1,0.075,0.50702103592,18.5,32
1,14,2012-09-14,9.81660708,1,0.045,0.4908303540000001,18.5,32
1,14,2012-09-21,9.65530692,1,0.045,0.482765346,18.5,32
1,14,2012-09-28,9.881132240000001,1,0.045,0.49405661200000006,18.5,32
1,14,2012-10-05,9.70957344,1,0.045,0.485478672,18.5,32
1,14,2012-10-12,9.840918919999998,1,0.045,0.49204594599999996,18.5,32
1,14,2012-10-19,9.812408759999999,1,0.045,0.49062043799999994,18.5,32
1,14,2012-10-26,9.781383919999998,1,0.045,0.48906919599999993,18.5,32
1,16,2012-08-03,29.24909547368421,1,0.045,1.4624547736842106,18.5,32
1,16,2012-08-10,24.797649210526313,1,0.045,1.2398824605263157,18.5,32
1,16,2012-08-17,24.48754368421053,1,0.045,1.2243771842105264,18.5,32
1,16,2012-08-24,23.460666157894735,1,0.045,1.1730333078947368,18.5,32
1,16,2012-08-31,22.056375157894735,1,0.045,1.1028187578947368,18.5,32
1,16,2012-09-07,21.023084047368425,1,0.075,1.0511542023684213,18.5,32
1,16,2012-09-14,19.522616105263157,1,0.045,0.9761308052631579,18.5,32
1,16,2012-09-21,18.132849736842108,1,0.045,0.9066424868421055,18.5,32
1,16,2012-09-28,16.849150315789473,1,0.045,0.8424575157894737,18.5,32
1,16,2012-10-05,16.317118631578946,1,0.045,0.8158559315789473,18.5,32
1,16,2012-10-12,13.956471421052631,1,0.045,0.6978235710526316,18.5,32
1,16,2012-10-19,12.893762,1,0.045,0.6446881000000001,18.5,32
1,16,2012-10-26,11.888725578947367,1,0.045,0.5944362789473684,18.5,32
1,17,2012-08-03,8.013091210526316,1,0.045,0.4006545605263158,18.5,32
1,17,2012-08-10,7.950123631578947,1,0.045,0.39750618157894735,18.5,32
1,17,2012-08-17,8.222125210526315,1,0.045,0.41110626052631577,18.5,32
1,17,2012-08-24,8.61266552631579,1,0.045,0.43063327631578957,18.5,32
1,17,2012-08-31,8.893463894736843,1,0.045,0.4446731947368422,18.5,32
1,17,2012-09-07,9.522518312631577,1,0.075,0.4761259156315789,18.5,32
1,17,2012-09-14,9.053423105263157,1,0.045,0.4526711552631579,18.5,32
1,17,2012-09-21,8.631943157894737,1,0.045,0.43159715789473685,18.5,32
1,17,2012-09-28,8.018073736842105,1,0.045,0.40090368684210526,18.5,32
1,17,2012-10-05,7.75941047368421,1,0.045,0.38797052368421053,18.5,32
1,17,2012-10-12,7.844020578947368,1,0.045,0.3922010289473684,18.5,32
1,17,2012-10-19,8.058751473684211,1,0.045,0.40293757368421057,18.5,32
1,17,2012-10-26,8.186883894736841,1,0.045,0.4093441947368421,18.5,32
1,18,2012-08-17,0.0035174999999974537,1,0.045,0.0001758749999998727,18.5,32
1,18,2012-08-24,0.006317499999997453,1,0.045,0.0003158749999998727,18.5,32
1,18,2012-08-31,0.007986999999997454,1,0.045,0.00039934999999987275,18.5,32
1,18,2012-09-07,0.008466219999997303,1,0.075,0.0004233109999998651,18.5,32
1,18,2012-09-14,0.008707999999997452,1,0.045,0.0004353999999998726,18.5,32
1,18,2012-09-21,0.23239999999999744,1,0.045,0.011619999999999873,18.5,32
1,18,2012-09-28,1.4070104999999973,1,0.045,0.07035052499999987,18.5,32
1,18,2012-10-05,3.1089659999999975,1,0.045,0.15544829999999987,18.5,32
1,18,2012-10-12,5.659237499999998,1,0.045,0.2829618749999999,18.5,32
1,18,2012-10-19,8.292182499999997,1,0.045,0.4146091249999999,18.5,32
1,18,2012-10-26,10.815013999999998,1,0.045,0.5407506999999999,18.5,32
1,19,2012-08-03,1.4598395,1,0.045,0.072991975,18.5,32
1,19,2012-08-10,1.3570550000000001,1,0.045,0.06785275,18.5,32
1,19,2012-08-17,1.3120589999999999,1,0.045,0.06560295,18.5,32
1,19,2012-08-24,1.3948865,1,0.045,0.069744325,18.5,32
1,19,2012-08-31,1.50416,1,0.045,0.075208,18.5,32
1,19,2012-09-07,1.59383084,1,0.075,0.079691542,18.5,32
1,19,2012-09-14,1.626324,1,0.045,0.0813162,18.5,32
1,19,2012-09-21,1.4658105,1,0.045,0.073290525,18.5,32
1,19,2012-09-28,1.35625,1,0.045,0.0678125,18.5,32
1,19,2012-10-05,1.5262765,1,0.045,0.076313825,18.5,32
1,19,2012-10-12,1.5146845,1,0.045,0.075734225,18.5,32
1,19,2012-10-19,1.7533495,1,0.045,0.087667475,18.5,32
1,19,2012-10-26,1.8345845,1,0.045,0.09172922500000001,18.5,32
1,20,2012-08-03,4.607235315789474,1,0.045,0.2303617657894737,18.5,32
1,20,2012-08-10,4.406742789473684,1,0.045,0.22033713947368422,18.5,32
1,20,2012-08-17,4.612364842105263,1,0.045,0.23061824210526316,18.5,32
1,20,2012-08-24,4.392816473684211,1,0.045,0.21964082368421056,18.5,32
1,20,2012-08-31,4.300621684210527,1,0.045,0.21503108421052636,18.5,32
1,20,2012-09-07,4.529632726315789,1,0.075,0.22648163631578946,18.5,32
1,20,2012-09-14,4.223714894736842,1,0.045,0.21118574473684212,18.5,32
1,20,2012-09-21,4.112345631578947,1,0.045,0.20561728157894735,18.5,32
1,20,2012-09-28,4.132876631578948,1,0.045,0.2066438315789474,18.5,32
1,20,2012-10-05,3.771380421052631,1,0.045,0.18856902105263157,18.5,32
1,20,2012-10-12,3.7307336315789477,1,0.045,0.1865366815789474,18.5,32
1,20,2012-10-19,3.621884,1,0.045,0.1810942,18.5,32
1,20,2012-10-26,3.649682473684211,1,0.045,0.18248412368421055,18.5,32
1,21,2012-08-03,6.940429631578948,1,0.045,0.3470214815789474,18.5,32
1,21,2012-08-10,6.6549556315789475,1,0.045,0.3327477815789474,18.5,32
1,21,2012-08-17,6.664121210526316,1,0.045,0.33320606052631585,18.5,32
1,21,2012-08-24,6.6281345789473685,1,0.045,0.33140672894736845,18.5,32
1,21,2012-08-31,6.781151263157895,1,0.045,0.33905756315789476,18.5,32
1,21,2012-09-07,7.362429391578948,1,0.075,0.3681214695789474,18.5,32
1,21,2012-09-14,7.333979578947368,1,0.045,0.3666989789473684,18.5,32
1,21,2012-09-21,7.806184842105262,1,0.045,0.39030924210526313,18.5,32
1,21,2012-09-28,7.837263736842106,1,0.045,0.3918631868421053,18.5,32
1,21,2012-10-05,8.019172368421053,1,0.045,0.4009586184210527,18.5,32
1,21,2012-10-12,7.898358999999999,1,0.045,0.39491794999999996,18.5,32
1,21,2012-10-19,7.642383000000001,1,0.045,0.3821191500000001,18.5,32
1,21,2012-10-26,7.778788684210527,1,0.045,0.38893943421052635,18.5,32
1,22,2012-08-03,6.7573604736842094,1,0.045,0.3378680236842105,18.5,32
1,22,2012-08-10,6.958195999999998,1,0.045,0.34790979999999994,18.5,32
1,22,2012-08-17,7.305874210526314,1,0.045,0.3652937105263157,18.5,32
1,22,2012-08-24,7.569176999999998,1,0.045,0.3784588499999999,18.5,32
1,22,2012-08-31,7.3613757368421044,1,0.045,0.36806878684210526,18.5,32
1,22,2012-09-07,7.415293376842104,1,0.075,0.37076466884210524,18.5,32
1,22,2012-09-14,7.109005105263157,1,0.045,0.3554502552631579,18.5,32
1,22,2012-09-21,6.509270894736841,1,0.045,0.3254635447368421,18.5,32
1,22,2012-09-28,6.328404157894735,1,0.045,0.3164202078947368,18.5,32
1,22,2012-10-05,6.625117210526315,1,0.045,0.3312558605263158,18.5,32
1,22,2012-10-12,6.664139263157893,1,0.045,0.33320696315789466,18.5,32
1,22,2012-10-19,7.5675883684210525,1,0.045,0.37837941842105266,18.5,32
1,22,2012-10-26,8.231125736842102,1,0.045,0.41155628684210516,18.5,32
1,23,2012-08-03,15.24853148,1,0.045,0.762426574,18.5,32
1,23,2012-08-10,15.170264759999998,1,0.045,0.7585132379999999,18.5,32
1,23,2012-08-17,15.81174336,1,0.045,0.7905871680000001,18.5,32
1,23,2012-08-24,16.47972704,1,0.045,0.823986352,18.5,32
1,23,2012-08-31,17.952263279999997,1,0.045,0.8976131639999999,18.5,32
1,23,2012-09-07,19.1945080264,1,0.075,0.9597254013200001,18.5,32
1,23,2012-09-14,17.2862984,1,0.045,0.86431492,18.5,32
1,23,2012-09-21,15.789585559999995,1,0.045,0.7894792779999998,18.5,32
1,23,2012-09-28,13.84593196,1,0.045,0.692296598,18.5,32
1,23,2012-10-05,12.154608759999999,1,0.045,0.6077304379999999,18.5,32
1,23,2012-10-12,12.560675680000001,1,0.045,0.6280337840000001,18.5,32
1,23,2012-10-19,13.90362064,1,0.045,0.695181032,18.5,32
1,23,2012-10-26,14.195648879999998,1,0.045,0.709782444,18.5,32
1,24,2012-08-03,5.247642105263157,1,0.045,0.26238210526315786,18.5,32
1,24,2012-08-10,6.106986052631579,1,0.045,0.305349302631579,18.5,32
1,24,2012-08-17,7.224289210526315,1,0.045,0.3612144605263158,18.5,32
1,24,2012-08-24,9.23685847368421,1,0.045,0.46184292368421054,18.5,32
1,24,2012-08-31,12.025053894736843,1,0.045,0.6012526947368422,18.5,32
1,24,2012-09-07,14.161965867368421,1,0.075,0.7080982933684211,18.5,32
1,24,2012-09-14,12.398000631578945,1,0.045,0.6199000315789474,18.5,32
1,24,2012-09-21,10.338118000000001,1,0.045,0.5169059000000001,18.5,32
1,24,2012-09-28,7.29338694736842,1,0.045,0.36466934736842105,18.5,32
1,24,2012-10-05,5.019544526315789,1,0.045,0.25097722631578945,18.5,32
1,24,2012-10-12,5.582626736842105,1,0.045,0.2791313368421053,18.5,32
1,24,2012-10-19,6.292497473684209,1,0.045,0.3146248736842105,18.5,32
1,24,2012-10-26,6.389465894736842,1,0.045,0.31947329473684216,18.5,32
1,25,2012-08-03,9.638044684210527,1,0.045,0.48190223421052636,18.5,32
1,25,2012-08-10,9.301414684210526,1,0.045,0.4650707342105263,18.5,32
1,25,2012-08-17,9.38740710526316,1,0.045,0.469370355263158,18.5,32
1,25,2012-08-24,9.527456842105263,1,0.045,0.47637284210526315,18.5,32
1,25,2012-08-31,10.068068684210525,1,0.045,0.5034034342105262,18.5,32
1,25,2012-09-07,10.744751256842106,1,0.075,0.5372375628421053,18.5,32
1,25,2012-09-14,9.839148421052633,1,0.045,0.4919574210526316,18.5,32
1,25,2012-09-21,9.261740157894735,1,0.045,0.4630870078947368,18.5,32
1,25,2012-09-28,8.534273263157894,1,0.045,0.4267136631578947,18.5,32
1,25,2012-10-05,7.863989368421052,1,0.045,0.39319946842105263,18.5,32
1,25,2012-10-12,8.812729947368421,1,0.045,0.4406364973684211,18.5,32
1,25,2012-10-19,9.571832789473682,1,0.045,0.4785916394736841,18.5,32
1,25,2012-10-26,9.803471263157894,1,0.045,0.49017356315789473,18.5,32
1,26,2012-08-03,5.121139578947369,1,0.045,0.25605697894736845,18.5,32
1,26,2012-08-10,5.098532526315789,1,0.045,0.25492662631578944,18.5,32
1,26,2012-08-17,5.388266947368421,1,0.045,0.26941334736842104,18.5,32
1,26,2012-08-24,5.29668594736842,1,0.045,0.264834297368421,18.5,32
1,26,2012-08-31,5.559333684210525,1,0.045,0.2779666842105263,18.5,32
1,26,2012-09-07,5.848736504210526,1,0.075,0.29243682521052633,18.5,32
1,26,2012-09-14,5.391905842105263,1,0.045,0.2695952921052632,18.5,32
1,26,2012-09-21,5.669614631578948,1,0.045,0.28348073157894743,18.5,32
1,26,2012-09-28,5.974322421052632,1,0.045,0.2987161210526316,18.5,32
1,26,2012-10-05,5.8281966842105275,1,0.045,0.2914098342105264,18.5,32
1,26,2012-10-12,6.801432105263158,1,0.045,0.34007160526315794,18.5,32
1,26,2012-10-19,8.547949421052632,1,0.045,0.4273974710526316,18.5,32
1,26,2012-10-26,8.664858263157894,1,0.045,0.43324291315789476,18.5,32
1,27,2012-08-03,1.4669690000000002,1,0.045,0.07334845000000001,18.5,32
1,27,2012-08-10,1.5202215,1,0.045,0.076011075,18.5,32
1,27,2012-08-17,1.5565445000000002,1,0.045,0.07782722500000001,18.5,32
1,27,2012-08-24,1.6387909999999999,1,0.045,0.08193955,18.5,32
1,27,2012-08-31,1.8856214999999998,1,0.045,0.09428107499999999,18.5,32
1,27,2012-09-07,2.1599991000000003,1,0.075,0.10799995500000002,18.5,32
1,27,2012-09-14,2.0160875000000003,1,0.045,0.10080437500000002,18.5,32
1,27,2012-09-21,1.7997139999999996,1,0.045,0.08998569999999999,18.5,32
1,27,2012-09-28,1.591002,1,0.045,0.07955010000000001,18.5,32
1,27,2012-10-05,1.3699035000000002,1,0.045,0.068495175,18.5,32
1,27,2012-10-12,1.5210335000000001,1,0.045,0.07605167500000001,18.5,32
1,27,2012-10-19,1.7585785,1,0.045,0.087928925,18.5,32
1,27,2012-10-26,2.0366394999999997,1,0.045,0.10183197499999999,18.5,32
1,28,2012-08-03,0.4606175,1,0.045,0.023030875000000003,18.5,32
1,28,2012-08-10,0.42117249999999995,1,0.045,0.021058624999999997,18.5,32
1,28,2012-08-17,0.412993,1,0.045,0.020649650000000002,18.5,32
1,28,2012-08-24,0.41372800000000004,1,0.045,0.020686400000000004,18.5,32
1,28,2012-08-31,0.43096199999999996,1,0.045,0.0215481,18.5,32
1,28,2012-09-07,0.44941456,1,0.075,0.022470728000000002,18.5,32
1,28,2012-09-14,0.4471739999999999,1,0.045,0.022358699999999995,18.5,32
1,28,2012-09-21,0.47906599999999994,1,0.045,0.023953299999999997,18.5,32
1,28,2012-09-28,0.5432105,1,0.045,0.027160525000000005,18.5,32
1,28,2012-10-05,0.584976,1,0.045,0.029248800000000005,18.5,32
1,28,2012-10-12,0.6786185,1,0.045,0.033930925,18.5,32
1,28,2012-10-19,0.7459934999999999,1,0.045,0.037299675,18.5,32
1,28,2012-10-26,0.8040375,1,0.045,0.040201875,18.5,32
1,29,2012-08-03,3.7926928421052635,1,0.045,0.18963464210526318,18.5,32
1,29,2012-08-10,3.8493213684210525,1,0.045,0.19246606842105263,18.5,32
1,29,2012-08-17,3.964453315789474,1,0.045,0.1982226657894737,18.5,32
1,29,2012-08-24,4.093475473684209,1,0.045,0.20467377368421047,18.5,32
1,29,2012-08-31,4.250801578947368,1,0.045,0.21254007894736843,18.5,32
1,29,2012-09-07,4.516418096842105,1,0.075,0.22582090484210526,18.5,32
1,29,2012-09-14,4.030115894736841,1,0.045,0.20150579473684208,18.5,32
1,29,2012-09-21,3.826489947368421,1,0.045,0.19132449736842105,18.5,32
1,29,2012-09-28,3.7533561578947365,1,0.045,0.18766780789473683,18.5,32
1,29,2012-10-05,3.581097947368421,1,0.045,0.17905489736842106,18.5,32
